id,source_count
54273122483090557366427074324674870175831599633968973671080562850163512303844,12
61021722312404179639071770722900617429909036397490222385841302107733441839406,12
76888419470061377160937090234273511731466905017568053716698570098018415503328,12
30035805129393506924967190029110945508418576140237087877824054487575295383223,12
115352426403758549099246176187123819979124487300651138808472026190914420006916,12
58397163862326803283941346557081572273051515105713352123027262586014243267359,12
76615482746013506824413960157386386447431721123299617648561468574408669945191,12
104849117538962158097050838741887157894054015228465677593365386391826473170180,12
429586173758693266091390832060140905052655555984542702080928812954039264285,12
36484444861490000735208181034635176518368514385332044489373897918881670299340,12
75551171888708646090135685718043171195543552785488080470323386656111182666401,12
93928883303904420004308009007059713350481937735987819443419653793638539493106,12
110442587317654679089783474817620785482504738015782294101269238897087716444414,11
90283147212597335672563849846585700772999072054882558964180938954086636939946,11
83217047458036314622945385553229253580979425357282880849982120650358536639260,11
56548821189472597143668212691140043362577079922833959514520846261871112490644,11
111997387232136001943480998414233993593142049410043656591675074011334552484832,11
101701980471759523082943111450477071983698780251108597450869847352296529544111,11
71029024153888324564721416273750260899273295308466256937299739277893668063965,11
86501516750980672048550729949834109875019374178328389312181991805042764829133,11
39826849812029317321146879582528283376288200711037643026687393682912858438098,11
114983461616393644655908104326029119252581267518541576605193909543432500631497,11
4152115722672395919909818798244725065274757982870409582797438076180979226869,11
73834200671283706519263499620001294180100017900364165860111958730857869126276,11
74204409329002939842868785017165031754366961490986662669492969311732267126579,11
113172719926744561792650459636626186288184851547507471396756999627820577701679,11
45174719382390275854829444354906231471779174091142424133477867318580918194863,11
67549136729362702738784129813748229774064554114912323372580975558341577821108,11
68549153228986445169728319588464058312613594082867035302602952669089296854603,11
87175979883977435612874629531964476412795309809557588524702760468199696931930,11
39219416343682467318696516972189738959974854471500317306182756710931563323065,11
