id,mass,sources,formula_diff
EVODEX.2.1-M450,-810.3816999999999,"EVODEX.2.1-P4422,EVODEX.2.1-P4423,EVODEX.2.1-P4718,EVODEX.2.1-P4726,EVODEX.2.1-P4727","{""C"": -41, ""H"": -50, ""N"": -10, ""O"": -8}"
EVODEX.2.1-M451,-1033.5212099999999,"EVODEX.2.1-P5023,EVODEX.2.1-P5026,EVODEX.2.1-P5027,EVODEX.2.1-P5029,EVODEX.2.1-P5030","{""C"": -46, ""H"": -67, ""N"": -17, ""O"": -11}"
EVODEX.2.1-M452,-1051.5317699999998,"EVODEX.2.1-P5022,EVODEX.2.1-P5024,EVODEX.2.1-P5025,EVODEX.2.1-P5028,EVODEX.2.1-P5039","{""C"": -46, ""H"": -69, ""N"": -17, ""O"": -12}"
EVODEX.2.1-M453,-132.00582,"EVODEX.2.1-P2406,EVODEX.2.1-P2677,EVODEX.2.1-P2721,EVODEX.2.1-P2786,EVODEX.2.1-P2789","{""C"": -4, ""H"": -4, ""O"": -5}"
EVODEX.2.1-M454,-83.03715,"EVODEX.2.1-P3698,EVODEX.2.1-P5681,EVODEX.2.1-P5683,EVODEX.2.1-P5684,EVODEX.2.1-P5687","{""C"": -4, ""H"": -5, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M71,-115.02695,"EVODEX.2.1-P4133,EVODEX.2.1-P4141,EVODEX.2.1-P4158,EVODEX.2.1-P4230,EVODEX.2.1-P4340,EVODEX.2.1-P4493,EVODEX.2.1-P4566,EVODEX.2.1-P4567,EVODEX.2.1-P4568,EVODEX.2.1-P4570,EVODEX.2.1-P4573,EVODEX.2.1-P5368,EVODEX.2.1-P5396,EVODEX.2.1-P5398,EVODEX.2.1-P5511","{""C"": -4, ""H"": -5, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M133,-114.04298,"EVODEX.2.1-P4171,EVODEX.2.1-P4191,EVODEX.2.1-P4295,EVODEX.2.1-P4343,EVODEX.2.1-P4344,EVODEX.2.1-P4414,EVODEX.2.1-P4511,EVODEX.2.1-P4572,EVODEX.2.1-P4864,EVODEX.2.1-P5347","{""C"": -4, ""H"": -6, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M455,-70.04187999999999,"EVODEX.2.1-P3407,EVODEX.2.1-P3489,EVODEX.2.1-P3505,EVODEX.2.1-P3590,EVODEX.2.1-P3686","{""C"": -4, ""H"": -6, ""O"": -1}"
EVODEX.2.1-M456,-102.03168,"EVODEX.2.1-P3387,EVODEX.2.1-P3392,EVODEX.2.1-P3395,EVODEX.2.1-P3397,EVODEX.2.1-P3401","{""C"": -4, ""H"": -6, ""O"": -3}"
EVODEX.2.1-M37,-118.02658,"EVODEX.2.1-P3364,EVODEX.2.1-P3372,EVODEX.2.1-P3374,EVODEX.2.1-P3378,EVODEX.2.1-P3382","{""C"": -4, ""H"": -6, ""O"": -4}"
EVODEX.2.1-M72,-101.04771000000001,"EVODEX.2.1-P2299,EVODEX.2.1-P2301,EVODEX.2.1-P2306,EVODEX.2.1-P2317,EVODEX.2.1-P2320,EVODEX.2.1-P3697,EVODEX.2.1-P4243,EVODEX.2.1-P4545,EVODEX.2.1-P4559,EVODEX.2.1-P4569,EVODEX.2.1-P5421,EVODEX.2.1-P5680,EVODEX.2.1-P5682,EVODEX.2.1-P5685,EVODEX.2.1-P5686","{""C"": -4, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M134,-133.03751,"EVODEX.2.1-P2403,EVODEX.2.1-P2531,EVODEX.2.1-P2535,EVODEX.2.1-P2610,EVODEX.2.1-P2761,EVODEX.2.1-P4140,EVODEX.2.1-P5114,EVODEX.2.1-P5397,EVODEX.2.1-P5441,EVODEX.2.1-P5442","{""C"": -4, ""H"": -7, ""N"": -1, ""O"": -4}"
EVODEX.2.1-M73,-132.05354,"EVODEX.2.1-P2460,EVODEX.2.1-P2464,EVODEX.2.1-P2467,EVODEX.2.1-P2468,EVODEX.2.1-P2469,EVODEX.2.1-P4177,EVODEX.2.1-P4342,EVODEX.2.1-P4413,EVODEX.2.1-P4420,EVODEX.2.1-P4426,EVODEX.2.1-P4510,EVODEX.2.1-P4531,EVODEX.2.1-P4571,EVODEX.2.1-P5404,EVODEX.2.1-P5422","{""C"": -4, ""H"": -8, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M457,-119.04057,"EVODEX.2.1-P1632,EVODEX.2.1-P1633,EVODEX.2.1-P1635,EVODEX.2.1-P1636,EVODEX.2.1-P1707","{""C"": -4, ""H"": -9, ""N"": -1, ""O"": -1, ""S"": -1}"
EVODEX.2.1-M458,-103.06337,"EVODEX.2.1-P2547,EVODEX.2.1-P2588,EVODEX.2.1-P2603,EVODEX.2.1-P2768,EVODEX.2.1-P2773","{""C"": -4, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M459,-119.05827,"EVODEX.2.1-P4205,EVODEX.2.1-P4242,EVODEX.2.1-P4544,EVODEX.2.1-P5411,EVODEX.2.1-P5431","{""C"": -4, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M569,-227.01950000000002,"EVODEX.2.1-P6376,EVODEX.2.1-P6402,EVODEX.2.1-P6411","{""C"": -5, ""H"": -10, ""N"": -1, ""O"": -7, ""P"": -1}"
EVODEX.2.1-M135,-146.0692,"EVODEX.2.1-P2480,EVODEX.2.1-P2481,EVODEX.2.1-P2686,EVODEX.2.1-P2689,EVODEX.2.1-P2733,EVODEX.2.1-P4159,EVODEX.2.1-P4512,EVODEX.2.1-P5387,EVODEX.2.1-P5388,EVODEX.2.1-P5432","{""C"": -5, ""H"": -10, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M136,-117.07903,"EVODEX.2.1-P2557,EVODEX.2.1-P2564,EVODEX.2.1-P2591,EVODEX.2.1-P2598,EVODEX.2.1-P2728,EVODEX.2.1-P4134,EVODEX.2.1-P4326,EVODEX.2.1-P4339,EVODEX.2.1-P5312,EVODEX.2.1-P5414","{""C"": -5, ""H"": -11, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M137,-149.05113,"EVODEX.2.1-P2483,EVODEX.2.1-P2513,EVODEX.2.1-P2698,EVODEX.2.1-P2699,EVODEX.2.1-P2798,EVODEX.2.1-P4486,EVODEX.2.1-P4924,EVODEX.2.1-P5274,EVODEX.2.1-P5423,EVODEX.2.1-P5439","{""C"": -5, ""H"": -11, ""N"": -1, ""O"": -2, ""S"": -1}"
EVODEX.2.1-M462,-111.03205000000001,"EVODEX.2.1-P4555,EVODEX.2.1-P4556,EVODEX.2.1-P4557,EVODEX.2.1-P4560,EVODEX.2.1-P4564","{""C"": -5, ""H"": -5, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M465,-114.03168,"EVODEX.2.1-P5673,EVODEX.2.1-P5674,EVODEX.2.1-P5675,EVODEX.2.1-P5676,EVODEX.2.1-P5677","{""C"": -5, ""H"": -6, ""O"": -3}"
EVODEX.2.1-M466,-130.02658,"EVODEX.2.1-P3354,EVODEX.2.1-P3355,EVODEX.2.1-P3357,EVODEX.2.1-P3360,EVODEX.2.1-P3362","{""C"": -5, ""H"": -6, ""O"": -4}"
EVODEX.2.1-M74,-146.02148,"EVODEX.2.1-P2411,EVODEX.2.1-P2415,EVODEX.2.1-P2417,EVODEX.2.1-P2424,EVODEX.2.1-P2450,EVODEX.2.1-P2505,EVODEX.2.1-P2507,EVODEX.2.1-P2533,EVODEX.2.1-P2581,EVODEX.2.1-P2597,EVODEX.2.1-P2618,EVODEX.2.1-P2650,EVODEX.2.1-P2692,EVODEX.2.1-P2808,EVODEX.2.1-P2810","{""C"": -5, ""H"": -6, ""O"": -5}"
EVODEX.2.1-M139,-97.05281000000001,"EVODEX.2.1-P4169,EVODEX.2.1-P4175,EVODEX.2.1-P4180,EVODEX.2.1-P4204,EVODEX.2.1-P4256,EVODEX.2.1-P4298,EVODEX.2.1-P4328,EVODEX.2.1-P4349,EVODEX.2.1-P4460,EVODEX.2.1-P4505","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M467,-113.04771000000001,"EVODEX.2.1-P4536,EVODEX.2.1-P4539,EVODEX.2.1-P4540,EVODEX.2.1-P4543,EVODEX.2.1-P4546","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M57,-129.04261,"EVODEX.2.1-P1878,EVODEX.2.1-P1879,EVODEX.2.1-P4225,EVODEX.2.1-P4236,EVODEX.2.1-P4301,EVODEX.2.1-P4302,EVODEX.2.1-P4495,EVODEX.2.1-P5192,EVODEX.2.1-P5467,EVODEX.2.1-P5570,EVODEX.2.1-P6127,EVODEX.2.1-P6129,EVODEX.2.1-P6544,EVODEX.2.1-P6559,EVODEX.2.1-P6584","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M468,-145.03751,"EVODEX.2.1-P2462,EVODEX.2.1-P2478,EVODEX.2.1-P2685,EVODEX.2.1-P2688,EVODEX.2.1-P2724","{""C"": -5, ""H"": -7, ""N"": -1, ""O"": -4}"
EVODEX.2.1-M140,-128.05864,"EVODEX.2.1-P4237,EVODEX.2.1-P4238,EVODEX.2.1-P4239,EVODEX.2.1-P4240,EVODEX.2.1-P4241,EVODEX.2.1-P4532,EVODEX.2.1-P5386,EVODEX.2.1-P5424,EVODEX.2.1-P5433,EVODEX.2.1-P5611","{""C"": -5, ""H"": -8, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M469,-116.04733999999999,"EVODEX.2.1-P2447,EVODEX.2.1-P2565,EVODEX.2.1-P2593,EVODEX.2.1-P2642,EVODEX.2.1-P2795","{""C"": -5, ""H"": -8, ""O"": -3}"
EVODEX.2.1-M141,-132.04224,"EVODEX.2.1-P3968,EVODEX.2.1-P3969,EVODEX.2.1-P4001,EVODEX.2.1-P4078,EVODEX.2.1-P4080,EVODEX.2.1-P4082,EVODEX.2.1-P4094,EVODEX.2.1-P4095,EVODEX.2.1-P4097,EVODEX.2.1-P6089","{""C"": -5, ""H"": -8, ""O"": -4}"
EVODEX.2.1-M75,-99.06847,"EVODEX.2.1-P3419,EVODEX.2.1-P3601,EVODEX.2.1-P3602,EVODEX.2.1-P3606,EVODEX.2.1-P3607,EVODEX.2.1-P3615,EVODEX.2.1-P4163,EVODEX.2.1-P4220,EVODEX.2.1-P4276,EVODEX.2.1-P4345,EVODEX.2.1-P4442,EVODEX.2.1-P4462,EVODEX.2.1-P4522,EVODEX.2.1-P5159,EVODEX.2.1-P5440","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M142,-131.04057,"EVODEX.2.1-P4189,EVODEX.2.1-P4200,EVODEX.2.1-P4201,EVODEX.2.1-P4202,EVODEX.2.1-P4207,EVODEX.2.1-P4262,EVODEX.2.1-P4443,EVODEX.2.1-P4464,EVODEX.2.1-P4487,EVODEX.2.1-P5438","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -1, ""S"": -1}"
EVODEX.2.1-M470,-115.06337,"EVODEX.2.1-P4203,EVODEX.2.1-P4352,EVODEX.2.1-P4381,EVODEX.2.1-P4444,EVODEX.2.1-P5053","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M471,-131.05827,"EVODEX.2.1-P2661,EVODEX.2.1-P2663,EVODEX.2.1-P2665,EVODEX.2.1-P2667,EVODEX.2.1-P2669","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M40,-147.05317,"EVODEX.2.1-P2418,EVODEX.2.1-P2420,EVODEX.2.1-P2431,EVODEX.2.1-P2446,EVODEX.2.1-P2527,EVODEX.2.1-P2530,EVODEX.2.1-P2574,EVODEX.2.1-P2578,EVODEX.2.1-P2582,EVODEX.2.1-P2646,EVODEX.2.1-P2674,EVODEX.2.1-P2707,EVODEX.2.1-P2804,EVODEX.2.1-P2807,EVODEX.2.1-P2816,EVODEX.2.1-P4327,EVODEX.2.1-P4496,EVODEX.2.1-P4513,EVODEX.2.1-P4574,EVODEX.2.1-P5115","{""C"": -5, ""H"": -9, ""N"": -1, ""O"": -4}"
EVODEX.2.1-M599,-82.0783,"EVODEX.2.1-P4074,EVODEX.2.1-P4898","{""C"": -6, ""H"": -10}"
EVODEX.2.1-M472,-142.0743,"EVODEX.2.1-P4178,EVODEX.2.1-P4289,EVODEX.2.1-P4427,EVODEX.2.1-P5169,EVODEX.2.1-P5173","{""C"": -6, ""H"": -10, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M473,-130.063,"EVODEX.2.1-P2512,EVODEX.2.1-P2602,EVODEX.2.1-P2615,EVODEX.2.1-P2629,EVODEX.2.1-P2654","{""C"": -6, ""H"": -10, ""O"": -3}"
EVODEX.2.1-M143,-146.0579,"EVODEX.2.1-P4010,EVODEX.2.1-P4011,EVODEX.2.1-P4040,EVODEX.2.1-P4042,EVODEX.2.1-P4058,EVODEX.2.1-P4059,EVODEX.2.1-P4065,EVODEX.2.1-P4066,EVODEX.2.1-P4067,EVODEX.2.1-P4070","{""C"": -6, ""H"": -10, ""O"": -4}"
EVODEX.2.1-M21,-162.0528,"EVODEX.2.1-P1984,EVODEX.2.1-P1989,EVODEX.2.1-P2000,EVODEX.2.1-P2009,EVODEX.2.1-P2010,EVODEX.2.1-P2059,EVODEX.2.1-P2073,EVODEX.2.1-P2077,EVODEX.2.1-P2085,EVODEX.2.1-P3887,EVODEX.2.1-P3889,EVODEX.2.1-P3890,EVODEX.2.1-P3898,EVODEX.2.1-P3900,EVODEX.2.1-P3904,EVODEX.2.1-P3911,EVODEX.2.1-P3914,EVODEX.2.1-P3944,EVODEX.2.1-P3948,EVODEX.2.1-P3949,EVODEX.2.1-P3951,EVODEX.2.1-P3955,EVODEX.2.1-P3967,EVODEX.2.1-P4004,EVODEX.2.1-P4006,EVODEX.2.1-P4007,EVODEX.2.1-P4024,EVODEX.2.1-P4026,EVODEX.2.1-P4028,EVODEX.2.1-P4035,EVODEX.2.1-P4049,EVODEX.2.1-P4051,EVODEX.2.1-P4053,EVODEX.2.1-P4085,EVODEX.2.1-P4088","{""C"": -6, ""H"": -10, ""O"": -5}"
EVODEX.2.1-M76,-113.08413,"EVODEX.2.1-P4135,EVODEX.2.1-P4138,EVODEX.2.1-P4144,EVODEX.2.1-P4147,EVODEX.2.1-P4152,EVODEX.2.1-P4167,EVODEX.2.1-P4305,EVODEX.2.1-P4323,EVODEX.2.1-P4369,EVODEX.2.1-P4452,EVODEX.2.1-P4463,EVODEX.2.1-P4518,EVODEX.2.1-P4952,EVODEX.2.1-P5371,EVODEX.2.1-P5372","{""C"": -6, ""H"": -11, ""N"": -1, ""O"": -1}"
EVODEX.2.1-M474,-145.07393,"EVODEX.2.1-P2455,EVODEX.2.1-P2583,EVODEX.2.1-P2586,EVODEX.2.1-P2652,EVODEX.2.1-P2703","{""C"": -6, ""H"": -11, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M475,-161.06883,"EVODEX.2.1-P2720,EVODEX.2.1-P2766,EVODEX.2.1-P2790,EVODEX.2.1-P2792,EVODEX.2.1-P2796","{""C"": -6, ""H"": -11, ""N"": -1, ""O"": -4}"
EVODEX.2.1-M476,-242.01913,"EVODEX.2.1-P3915,EVODEX.2.1-P3918,EVODEX.2.1-P3919,EVODEX.2.1-P3920,EVODEX.2.1-P4102","{""C"": -6, ""H"": -11, ""O"": -8, ""P"": -1}"
EVODEX.2.1-M77,-128.09506,"EVODEX.2.1-P4186,EVODEX.2.1-P4188,EVODEX.2.1-P4192,EVODEX.2.1-P4193,EVODEX.2.1-P4297,EVODEX.2.1-P4371,EVODEX.2.1-P4372,EVODEX.2.1-P4467,EVODEX.2.1-P4562,EVODEX.2.1-P5059,EVODEX.2.1-P5416,EVODEX.2.1-P5418,EVODEX.2.1-P5450,EVODEX.2.1-P5451,EVODEX.2.1-P5454","{""C"": -6, ""H"": -12, ""N"": -2, ""O"": -1}"
EVODEX.2.1-M477,-160.08486,"EVODEX.2.1-P4429,EVODEX.2.1-P5162,EVODEX.2.1-P5163,EVODEX.2.1-P5166,EVODEX.2.1-P5170","{""C"": -6, ""H"": -12, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M78,-156.10126,"EVODEX.2.1-P4154,EVODEX.2.1-P4185,EVODEX.2.1-P4221,EVODEX.2.1-P4232,EVODEX.2.1-P4233,EVODEX.2.1-P4234,EVODEX.2.1-P4299,EVODEX.2.1-P4300,EVODEX.2.1-P4318,EVODEX.2.1-P4320,EVODEX.2.1-P4468,EVODEX.2.1-P4488,EVODEX.2.1-P4494,EVODEX.2.1-P4497,EVODEX.2.1-P4928","{""C"": -6, ""H"": -12, ""N"": -4, ""O"": -1}"
EVODEX.2.1-M478,-164.06846,"EVODEX.2.1-P4041,EVODEX.2.1-P4060,EVODEX.2.1-P4062,EVODEX.2.1-P4064,EVODEX.2.1-P4068","{""C"": -6, ""H"": -12, ""O"": -5}"
EVODEX.2.1-M22,-180.06336,"EVODEX.2.1-P1976,EVODEX.2.1-P1978,EVODEX.2.1-P1979,EVODEX.2.1-P2029,EVODEX.2.1-P2031,EVODEX.2.1-P2101,EVODEX.2.1-P2102,EVODEX.2.1-P2115,EVODEX.2.1-P2116,EVODEX.2.1-P2137,EVODEX.2.1-P2954,EVODEX.2.1-P2956,EVODEX.2.1-P2974,EVODEX.2.1-P3882,EVODEX.2.1-P3886,EVODEX.2.1-P3891,EVODEX.2.1-P3894,EVODEX.2.1-P3897,EVODEX.2.1-P3903,EVODEX.2.1-P3910,EVODEX.2.1-P3966,EVODEX.2.1-P4002,EVODEX.2.1-P4013,EVODEX.2.1-P4014,EVODEX.2.1-P4019,EVODEX.2.1-P4027,EVODEX.2.1-P4048,EVODEX.2.1-P4050,EVODEX.2.1-P4052,EVODEX.2.1-P4054,EVODEX.2.1-P4087,EVODEX.2.1-P4103,EVODEX.2.1-P4118,EVODEX.2.1-P6172,EVODEX.2.1-P6174","{""C"": -6, ""H"": -12, ""O"": -6}"
EVODEX.2.1-M50,-131.09468999999999,"EVODEX.2.1-P2549,EVODEX.2.1-P2567,EVODEX.2.1-P2625,EVODEX.2.1-P2627,EVODEX.2.1-P2628,EVODEX.2.1-P2639,EVODEX.2.1-P2641,EVODEX.2.1-P2651,EVODEX.2.1-P2731,EVODEX.2.1-P2732,EVODEX.2.1-P4155,EVODEX.2.1-P4168,EVODEX.2.1-P4324,EVODEX.2.1-P4453,EVODEX.2.1-P4456,EVODEX.2.1-P4517,EVODEX.2.1-P5362,EVODEX.2.1-P5406,EVODEX.2.1-P5407,EVODEX.2.1-P5419","{""C"": -6, ""H"": -13, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M479,-260.02968999999996,"EVODEX.2.1-P3185,EVODEX.2.1-P3197,EVODEX.2.1-P3265,EVODEX.2.1-P3266,EVODEX.2.1-P3267","{""C"": -6, ""H"": -13, ""O"": -9, ""P"": -1}"
EVODEX.2.1-M144,-146.10562000000002,"EVODEX.2.1-P4346,EVODEX.2.1-P4461,EVODEX.2.1-P4482,EVODEX.2.1-P4491,EVODEX.2.1-P4501,EVODEX.2.1-P5417,EVODEX.2.1-P5446,EVODEX.2.1-P5448,EVODEX.2.1-P5449,EVODEX.2.1-P5452","{""C"": -6, ""H"": -14, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M480,-174.11182000000002,"EVODEX.2.1-P4216,EVODEX.2.1-P4231,EVODEX.2.1-P4469,EVODEX.2.1-P4483,EVODEX.2.1-P4500","{""C"": -6, ""H"": -14, ""N"": -4, ""O"": -2}"
EVODEX.2.1-M571,-387.97255,"EVODEX.2.1-P5933,EVODEX.2.1-P5935,EVODEX.2.1-P5941","{""C"": -6, ""H"": -15, ""O"": -13, ""P"": -3}"
EVODEX.2.1-M38,-121.01639,"EVODEX.2.1-P3439,EVODEX.2.1-P3444,EVODEX.2.1-P3447,EVODEX.2.1-P3449,EVODEX.2.1-P3470,EVODEX.2.1-P3705,EVODEX.2.1-P3708,EVODEX.2.1-P3804,EVODEX.2.1-P3814,EVODEX.2.1-P3865,EVODEX.2.1-P3867,EVODEX.2.1-P3868,EVODEX.2.1-P3872,EVODEX.2.1-P3877,EVODEX.2.1-P3879,EVODEX.2.1-P3926,EVODEX.2.1-P3935,EVODEX.2.1-P4029,EVODEX.2.1-P4038,EVODEX.2.1-P4056,EVODEX.2.1-P4073,EVODEX.2.1-P4098,EVODEX.2.1-P4692,EVODEX.2.1-P5043,EVODEX.2.1-P9","{""C"": -6, ""H"": -3, ""N"": -1, ""O"": -2}"
EVODEX.2.1-M572,-76.03132,"EVODEX.2.1-P3422,EVODEX.2.1-P3976,EVODEX.2.1-P4072","{""C"": -6, ""H"": -4}"
EVODEX.2.1-M145,-120.03242,"EVODEX.2.1-P4206,EVODEX.2.1-P4377,EVODEX.2.1-P4389,EVODEX.2.1-P4847,EVODEX.2.1-P4879,EVODEX.2.1-P5042,EVODEX.2.1-P5375,EVODEX.2.1-P5379,EVODEX.2.1-P5382,EVODEX.2.1-P5384","{""C"": -6, ""H"": -4, ""N"": -2, ""O"": -1}"
EVODEX.2.1-M79,-139.02695,"EVODEX.2.1-P2131,EVODEX.2.1-P3004,EVODEX.2.1-P3006,EVODEX.2.1-P3007,EVODEX.2.1-P3015,EVODEX.2.1-P3751,EVODEX.2.1-P3880,EVODEX.2.1-P4076,EVODEX.2.1-P4109,EVODEX.2.1-P4112,EVODEX.2.1-P4116,EVODEX.2.1-P4248,EVODEX.2.1-P4578,EVODEX.2.1-P4688,EVODEX.2.1-P4991","{""C"": -6, ""H"": -5, ""N"": -1, ""O"": -3}"
EVODEX.2.1-M80,-138.04298,"EVODEX.2.1-P1871,EVODEX.2.1-P1873,EVODEX.2.1-P1890,EVODEX.2.1-P1891,EVODEX.2.1-P1893,EVODEX.2.1-P3689,EVODEX.2.1-P4373,EVODEX.2.1-P4376,EVODEX.2.1-P4657,EVODEX.2.1-P4672,EVODEX.2.1-P5020,EVODEX.2.1-P5374,EVODEX.2.1-P5378,EVODEX.2.1-P5383,EVODEX.2.1-P5690","{""C"": -6, ""H"": -6, ""N"": -2, ""O"": -2}"
EVODEX.2.1-M481,-154.03788,"EVODEX.2.1-P2590,EVODEX.2.1-P2592,EVODEX.2.1-P2595,EVODEX.2.1-P2713,EVODEX.2.1-P2782","{""C"": -6, ""H"": -6, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M146,-94.04188,"EVODEX.2.1-P3019,EVODEX.2.1-P3022,EVODEX.2.1-P3023,EVODEX.2.1-P3024,EVODEX.2.1-P3026,EVODEX.2.1-P3486,EVODEX.2.1-P3691,EVODEX.2.1-P3917,EVODEX.2.1-P4108,EVODEX.2.1-P4651","{""C"": -6, ""H"": -6, ""O"": -1}"
EVODEX.2.1-M484,-137.05901,"EVODEX.2.1-P4277,EVODEX.2.1-P4329,EVODEX.2.1-P4334,EVODEX.2.1-P4336,EVODEX.2.1-P4515","{""C"": -6, ""H"": -7, ""N"": -3, ""O"": -1}"
EVODEX.2.1-M485,-176.03204,"EVODEX.2.1-P3930,EVODEX.2.1-P3931,EVODEX.2.1-P4091,EVODEX.2.1-P4092,EVODEX.2.1-P4093","{""C"": -6, ""H"": -8, ""O"": -6}"
EVODEX.2.1-M486,-159.03547,"EVODEX.2.1-P4534,EVODEX.2.1-P4535,EVODEX.2.1-P4547,EVODEX.2.1-P4549,EVODEX.2.1-P4550","{""C"": -6, ""H"": -9, ""N"": -1, ""O"": -2, ""S"": -1}"
EVODEX.2.1-M487,-155.06957,"EVODEX.2.1-P4332,EVODEX.2.1-P4335,EVODEX.2.1-P4348,EVODEX.2.1-P4514,EVODEX.2.1-P4561","{""C"": -6, ""H"": -9, ""N"": -3, ""O"": -2}"
EVODEX.2.1-M488,-190.0477,"EVODEX.2.1-P3514,EVODEX.2.1-P3923,EVODEX.2.1-P3924,EVODEX.2.1-P3928,EVODEX.2.1-P3929","{""C"": -7, ""H"": -10, ""O"": -6}"
EVODEX.2.1-M489,-164.02222,"EVODEX.2.1-P4585,EVODEX.2.1-P4591,EVODEX.2.1-P4596,EVODEX.2.1-P4602,EVODEX.2.1-P4611","{""C"": -7, ""H"": -4, ""N"": -2, ""O"": -3}"
EVODEX.2.1-M490,-104.02622,"EVODEX.2.1-P4617,EVODEX.2.1-P5063,EVODEX.2.1-P5389,EVODEX.2.1-P5391,EVODEX.2.1-P5443","{""C"": -7, ""H"": -4, ""O"": -1}"
EVODEX.2.1-M491,-163.03825,"EVODEX.2.1-P4614,EVODEX.2.1-P4674,EVODEX.2.1-P4678,EVODEX.2.1-P4806,EVODEX.2.1-P4809","{""C"": -7, ""H"": -5, ""N"": -3, ""O"": -2}"
EVODEX.2.1-M147,-90.04698,"EVODEX.2.1-P3604,EVODEX.2.1-P3960,EVODEX.2.1-P3962,EVODEX.2.1-P4816,EVODEX.2.1-P5095,EVODEX.2.1-P5590,EVODEX.2.1-P5592,EVODEX.2.1-P5597,EVODEX.2.1-P5599,EVODEX.2.1-P5603","{""C"": -7, ""H"": -6}"
EVODEX.2.1-M492,-182.03278,"EVODEX.2.1-P3621,EVODEX.2.1-P4595,EVODEX.2.1-P4600,EVODEX.2.1-P4603,EVODEX.2.1-P5369","{""C"": -7, ""H"": -6, ""N"": -2, ""O"": -4}"
EVODEX.2.1-M493,-181.04881,"EVODEX.2.1-P4613,EVODEX.2.1-P4673,EVODEX.2.1-P4676,EVODEX.2.1-P4807,EVODEX.2.1-P4808","{""C"": -7, ""H"": -7, ""N"": -3, ""O"": -3}"
EVODEX.2.1-M148,-108.05754,"EVODEX.2.1-P3513,EVODEX.2.1-P3605,EVODEX.2.1-P3959,EVODEX.2.1-P4034,EVODEX.2.1-P4249,EVODEX.2.1-P4251,EVODEX.2.1-P4255,EVODEX.2.1-P4261,EVODEX.2.1-P4273,EVODEX.2.1-P4815","{""C"": -7, ""H"": -8, ""O"": -1}"
EVODEX.2.1-M497,-231.02970000000002,"EVODEX.2.1-P1181,EVODEX.2.1-P1187,EVODEX.2.1-P1190,EVODEX.2.1-P1195,EVODEX.2.1-P1207","{""C"": -8, ""H"": -10, ""N"": -1, ""O"": -5, ""P"": -1}"
EVODEX.2.1-M498,-198.0464,"EVODEX.2.1-P1616,EVODEX.2.1-P3482,EVODEX.2.1-P3628,EVODEX.2.1-P5353,EVODEX.2.1-P5354","{""C"": -8, ""H"": -10, ""N"": -2, ""O"": -2, ""S"": -1}"
EVODEX.2.1-M499,-226.0703,"EVODEX.2.1-P4632,EVODEX.2.1-P4634,EVODEX.2.1-P4635,EVODEX.2.1-P4773,EVODEX.2.1-P5246","{""C"": -8, ""H"": -10, ""N"": -4, ""O"": -4}"
EVODEX.2.1-M501,-216.05696,"EVODEX.2.1-P1617,EVODEX.2.1-P5333,EVODEX.2.1-P5345,EVODEX.2.1-P5350,EVODEX.2.1-P5366","{""C"": -8, ""H"": -12, ""N"": -2, ""O"": -3, ""S"": -1}"
EVODEX.2.1-M502,-203.07939,"EVODEX.2.1-P2082,EVODEX.2.1-P3934,EVODEX.2.1-P3978,EVODEX.2.1-P4075,EVODEX.2.1-P4115","{""C"": -8, ""H"": -13, ""N"": -1, ""O"": -5}"
EVODEX.2.1-M503,-126.10452000000001,"EVODEX.2.1-P3424,EVODEX.2.1-P3487,EVODEX.2.1-P3488,EVODEX.2.1-P3521,EVODEX.2.1-P3563","{""C"": -8, ""H"": -14, ""O"": -1}"
EVODEX.2.1-M601,-330.02875,"EVODEX.2.1-P6698,EVODEX.2.1-P6700","{""C"": -8, ""H"": -15, ""N"": -2, ""O"": -8, ""P"": -1, ""S"": -1}"
